City,Country code,Lat,Lon,timezone,Clouds,Precipitation,Pressure,Sea Level Pressure,Relative Humidity,Temperature,Apparent Temperature,Dew Point,UV Index,Visibility,Wind Speed,Wind Gust Speed,Wind Direction,Solar Radiation,Local Time,UTC Time
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1017,1018,96,16.6,16.6,16.0,0.7,3.0,1.66,2.0,345,119,2022-01-15 08:00:00,2022-01-15T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1018,1019,95,16.9,16.9,16.1,1.0,3.0,2.33,2.4,335,139,2022-01-15 09:00:00,2022-01-15T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1018,1019,93,17.2,17.2,16.1,1.5,4.0,3.0,3.0,320,141,2022-01-15 10:00:00,2022-01-15T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,79,0.0,1017,1018,87,18.0,18.0,15.8,1.9,6.0,2.66,3.6,305,413,2022-01-15 11:00:00,2022-01-15T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.0,1016,1017,81,18.8,18.9,15.5,2.1,8.0,2.33,4.8,285,646,2022-01-15 12:00:00,2022-01-15T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,37,0.0,1015,1016,76,19.6,19.6,15.3,1.9,10.0,2.0,6.0,270,706,2022-01-15 13:00:00,2022-01-15T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.0,1015,1016,75,20.3,20.3,15.7,1.6,10.0,2.0,4.8,285,539,2022-01-15 14:00:00,2022-01-15T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,79,0.0,1014,1015,73,20.9,21.0,15.9,1.1,10.0,2.0,4.0,305,275,2022-01-15 15:00:00,2022-01-15T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1014,1015,72,21.6,21.7,16.3,0.8,10.0,2.0,3.2,320,93,2022-01-15 16:00:00,2022-01-15T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1015,1015,76,21.0,21.1,16.6,0.7,10.0,2.0,2.0,325,47,2022-01-15 17:00:00,2022-01-15T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1015,1016,79,20.4,20.6,16.6,0.0,10.0,2.0,2.4,325,0,2022-01-15 18:00:00,2022-01-15T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1016,83,19.8,20.0,16.8,0.0,10.0,2.0,3.2,330,0,2022-01-15 19:00:00,2022-01-15T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,85,19.5,19.8,16.9,0.0,8.0,2.0,3.6,335,0,2022-01-15 20:00:00,2022-01-15T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,87,19.3,19.5,17.0,0.0,6.0,2.0,4.0,335,0,2022-01-15 21:00:00,2022-01-15T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,19.0,19.3,17.0,0.0,4.0,2.0,4.0,340,0,2022-01-15 22:00:00,2022-01-15T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,18.9,19.2,16.9,0.0,4.0,1.66,3.2,315,0,2022-01-15 23:00:00,2022-01-15T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,18.9,19.1,16.8,0.0,4.0,1.33,2.8,295,0,2022-01-16 00:00:00,2022-01-15T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,18.8,19.0,16.8,0.0,4.0,1.0,2.8,270,0,2022-01-16 01:00:00,2022-01-15T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,90,18.6,18.9,16.9,0.0,4.0,1.0,3.2,280,0,2022-01-16 02:00:00,2022-01-15T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,92,18.4,18.7,17.1,0.0,4.0,1.0,2.8,285,0,2022-01-16 03:00:00,2022-01-15T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1015,1016,93,18.2,18.2,17.0,0.0,4.0,1.0,3.2,295,0,2022-01-16 04:00:00,2022-01-15T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1016,1017,94,18.1,18.1,17.1,0.0,4.0,1.0,3.6,305,0,2022-01-16 05:00:00,2022-01-15T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1016,1017,95,18.1,18.1,17.2,0.0,4.0,1.0,3.6,310,0,2022-01-16 06:00:00,2022-01-15T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1017,1018,96,18.0,18.0,17.4,0.6,4.0,1.0,4.0,320,57,2022-01-16 07:00:00,2022-01-16T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1017,1018,94,19.0,19.4,18.0,0.7,4.0,1.33,5.2,260,152,2022-01-16 08:00:00,2022-01-16T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1017,1018,91,20.0,20.4,18.5,2.2,4.0,1.66,5.2,200,280,2022-01-16 09:00:00,2022-01-16T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1018,1019,88,21.0,21.5,18.9,2.3,4.0,2.0,5.6,140,385,2022-01-16 10:00:00,2022-01-16T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,70,0.0,1017,1018,83,22.2,22.6,19.2,3.7,6.0,2.33,8.4,130,508,2022-01-16 11:00:00,2022-01-16T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.0,1016,1017,79,23.4,23.9,19.5,3.8,8.0,2.66,8.0,120,576,2022-01-16 12:00:00,2022-01-16T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,62,0.0,1015,1016,74,24.6,25.0,19.7,3.9,10.0,3.0,8.8,110,587,2022-01-16 13:00:00,2022-01-16T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1015,1016,75,23.9,24.3,19.2,3.3,10.0,3.0,6.0,185,404,2022-01-16 14:00:00,2022-01-16T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1015,1016,75,23.3,23.6,18.6,2.3,10.0,3.0,6.0,265,195,2022-01-16 15:00:00,2022-01-16T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1015,1016,75,22.6,22.9,17.9,1.6,10.0,3.0,6.0,340,92,2022-01-16 16:00:00,2022-01-16T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1016,79,21.6,21.9,17.8,1.2,10.0,2.66,10.8,305,47,2022-01-16 17:00:00,2022-01-16T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,83,20.7,20.9,17.7,0.0,10.0,2.33,11.6,265,0,2022-01-16 18:00:00,2022-01-16T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,88,19.7,20.0,17.7,0.0,10.0,2.0,9.2,230,0,2022-01-16 19:00:00,2022-01-16T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,18.7,18.9,16.7,0.0,10.0,3.33,7.2,170,0,2022-01-16 20:00:00,2022-01-16T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1017,1018,88,17.7,17.7,15.7,0.0,10.0,4.66,6.0,110,0,2022-01-16 21:00:00,2022-01-16T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1018,1019,89,16.7,16.7,14.9,0.0,10.0,6.0,6.0,50,0,2022-01-16 22:00:00,2022-01-16T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1018,1019,89,16.3,16.3,14.4,0.0,10.0,5.33,5.33,140,0,2022-01-16 23:00:00,2022-01-16T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1018,1019,89,15.8,15.8,14.0,0.0,10.0,4.66,4.66,230,0,2022-01-17 00:00:00,2022-01-16T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1018,1019,90,15.4,15.4,13.8,0.0,10.0,4.0,4.4,320,0,2022-01-17 01:00:00,2022-01-16T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1018,1019,91,15.1,15.1,13.6,0.0,10.0,3.66,4.4,320,0,2022-01-17 02:00:00,2022-01-16T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1018,1019,92,14.7,14.7,13.4,0.0,10.0,3.33,4.8,320,0,2022-01-17 03:00:00,2022-01-16T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,62,0.5,1018,1018,93,14.4,14.4,13.3,0.0,10.0,3.0,5.2,320,0,2022-01-17 04:00:00,2022-01-16T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,1.75,1018,1019,93,14.2,14.2,13.1,0.0,10.0,3.33,5.2,325,0,2022-01-17 05:00:00,2022-01-16T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,70,2.5,1019,1020,93,14.0,14.0,12.9,0.0,10.0,3.66,5.6,335,0,2022-01-17 06:00:00,2022-01-16T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,2.25,1020,1021,93,13.8,13.8,12.7,0.6,10.0,4.0,5.6,340,51,2022-01-17 07:00:00,2022-01-17T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.75,1021,1022,91,14.0,14.0,12.5,0.7,8.0,3.66,5.2,335,186,2022-01-17 08:00:00,2022-01-17T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.25,1022,1023,90,14.1,14.1,12.5,1.0,6.0,3.33,5.2,325,379,2022-01-17 09:00:00,2022-01-17T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,50,1.75,1022,1023,89,14.3,14.3,12.5,1.5,4.0,3.0,5.6,320,548,2022-01-17 10:00:00,2022-01-17T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.0,1022,1023,85,14.6,14.6,12.1,1.9,6.0,3.0,6.0,325,618,2022-01-17 11:00:00,2022-01-17T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.25,1021,1022,81,15.0,15.0,11.7,2.1,8.0,3.0,6.0,335,595,2022-01-17 12:00:00,2022-01-17T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.5,1021,1022,78,15.3,15.3,11.5,2.0,10.0,3.0,6.4,340,482,2022-01-17 13:00:00,2022-01-17T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.0,1021,1021,75,15.5,15.5,11.1,1.6,10.0,3.0,5.6,345,499,2022-01-17 14:00:00,2022-01-17T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.25,1020,1021,73,15.8,15.8,10.9,1.1,10.0,3.0,5.6,355,417,2022-01-17 15:00:00,2022-01-17T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,50,0.0,1020,1021,71,16.0,16.0,10.7,0.8,10.0,3.0,5.2,360,264,2022-01-17 16:00:00,2022-01-17T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.0,1020,1021,74,15.8,15.8,11.2,0.7,10.0,2.33,4.8,360,63,2022-01-17 17:00:00,2022-01-17T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1021,1022,76,15.6,15.6,11.4,0.0,10.0,1.66,4.0,360,0,2022-01-17 18:00:00,2022-01-17T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,79,15.4,15.4,11.8,0.0,10.0,1.0,4.0,360,0,2022-01-17 19:00:00,2022-01-17T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,82,15.4,15.4,12.3,0.0,10.0,1.33,3.2,345,0,2022-01-17 20:00:00,2022-01-17T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.75,1022,1023,85,15.3,15.3,12.8,0.0,10.0,1.66,3.6,335,0,2022-01-17 21:00:00,2022-01-17T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.25,1022,1023,89,15.3,15.3,13.5,0.0,10.0,2.0,3.2,320,0,2022-01-17 22:00:00,2022-01-17T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1022,1023,88,15.3,15.3,13.4,0.0,10.0,2.0,3.2,320,0,2022-01-17 23:00:00,2022-01-17T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1022,1023,87,15.4,15.4,13.2,0.0,10.0,2.0,2.8,320,0,2022-01-18 00:00:00,2022-01-17T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1022,1023,86,15.4,15.4,13.1,0.0,10.0,2.0,3.2,320,0,2022-01-18 01:00:00,2022-01-17T18:00:00
